title,content,label
Aliciella nyensis,Aliciella nyensis là một loài thực vật có hoa trong họ Polemoniaceae . Loài này được (Reveal) J.M.Porter mô tả khoa học đầu tiên năm 1998. [1],0
Cinclodes excelsior,Cinclodes excelsior là một loài chim trong họ Furnariidae . [2],0
Justicia laevilinguis,Justicia laevilinguis là một loài thực vật có hoa trong họ Ô rô . Loài này được (Nees) Lindau mô tả khoa học đầu tiên năm 1894. [1],0
Blepephaeus stigmosus,Blepephaeus stigmosus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Zauschneria microphylla,Zauschneria microphylla là một loài thực vật có hoa trong họ Anh thảo chiều . Loài này được (A. Gray) Moxley miêu tả khoa học đầu tiên năm 1920. [1],0
"Gadratigi, Sindhnur","Gadratigi là một làng thuộc tehsil Sindhnur , huyện Raichur , bang Karnataka , Ấn Độ . [1] [2]",1
Glycyrrhiza lepidota,Glycyrrhiza lepidota là một loài thực vật có hoa trong họ Đậu . Loài này được Pursh miêu tả khoa học đầu tiên. [1],0
Polystichum christii,Polystichum christii là một loài thực vật có mạch trong họ Dryopteridaceae . Loài này được Ching miêu tả khoa học đầu tiên năm 1931. [1],0
FC Metz (bóng đá nữ),"FC Metz Feminines (hay còn được gọi là FC Metz hoặc Metz ) là câu lạc bộ bóng đá nữ có trụ sở tại Metz , Lorraine , hiện đang thi đấu tại D2 Féminine . Câu lạc bộ được thành lập năm 1974 . Đội được huấn luyện bởi huấn luyện viên Manuel Peixoto .",3
Cnidoscolus tubulosus,Cnidoscolus tubulosus là một loài thực vật có hoa trong họ Đại kích . Loài này được (Müll.Arg.) I.M.Johnst. mô tả khoa học đầu tiên năm 1923. [1],0
Courchelettes,"Courchelettes là một xã của tỉnh Nord , thuộc vùng Hauts-de-France , miền bắc nước Pháp .",1
Xylotrechus nigrosulphureus,Xylotrechus nigrosulphureus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Craspidospermum verticillatum,Craspidospermum verticillatum là một loài thực vật có hoa trong họ La bố ma . Loài này được Bojer ex Decne. mô tả khoa học đầu tiên năm 1844. [1],0
Manettia cephalophora,Manettia cephalophora là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Standl. mô tả khoa học đầu tiên năm 1937. [1],0
Attacobius blakei,Attacobius blakei là một loài nhện trong họ Corinnidae . [1],0
Gynoxys calyculisolvens,Gynoxys calyculisolvens là một loài thực vật có hoa trong họ Cúc . Loài này được Hieron. mô tả khoa học đầu tiên năm 1905. [1],0
Digitaria aridicola,Digitaria aridicola là một loài thực vật có hoa trong họ Hòa thảo . Loài này được Napper mô tả khoa học đầu tiên năm 1963. [1],0
"Willems, Nord",Willems là một xã thuộc tỉnh Nord trong vùng Hauts-de-France phía bắc nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 58 mét trên mực nước biển .,1
Crassispira dysoni,"Crassispira dysoni là một loài ốc biển , là động vật thân mềm chân bụng sống ở biển trong họ Turridae . [1]",0
Hernandia hammelii,Hernandia hammelii là một loài thực vật thuộc họ Hernandiaceae . Đây là loài đặc hữu của Panama . Chúng hiện đang bị đe dọa vì mất môi trường sống .,0
26500 Toshiohino,26500 Toshiohino (2000 CC2) là một tiểu hành tinh vành đai chính được phát hiện ngày 2 tháng 2 năm 2000 bởi T. Kobayashi ở Oizumi .,0
Puerto Nare,"Puerto Nare là một khu tự quản thuộc tỉnh Antioquia , Colombia . Thủ phủ của khu tự quản Puerto Nare đóng tại La Magdalena Khu tự quản Puerto Nare có diện tích 660 ki lô mét vuông . Đến thời điểm ngày 28 tháng 5 năm 2005, khu tự quản Puerto Nare có dân số 13104 người. [1]",1
Posavina (tổng),"Tổng Posavina ( tiếng Croatia županija) là một tổng của Liên bang Bosna và Hercegovina . Đây là tổng nhỏ nhất trong 10 tổng của quốc gia này, với diện tích 325 km² và dân số 43.588 người (năm 2003), 83% trong số đó là người Croatia . Thủ phủ tổng là Orašje (a town of ca. 3,400 residents).",1
Galium aparinoides,Galium aparinoides là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Forssk. mô tả khoa học đầu tiên năm 1775. [1],0
Simalio lucorum,Simalio lucorum là một loài nhện trong họ Clubionidae . [1],0
Rhinosimus coquerelii,Rhinosimus coquerelii là một loài bọ cánh cứng trong họ Salpingidae . Loài này được Fairmaire miêu tả khoa học năm 1868. [1],0
Konstantin Ustinovich Chernenko,"Konstantin Ustinovich Chernenko ( tiếng Nga : Константи́н Усти́нович Черне́нко , Konstantin Ustinovič Černenko ; 24 tháng 9 năm 1911 – 10 tháng 3 năm 1985) là một chính trị gia và Tổng Bí thư Đảng Cộng sản Liên Xô . Ông đã lãnh đạo Liên Xô từ ngày 13 tháng 2 năm 1984, tới khi ông mất chỉ 13 tháng sau ngày 10 tháng 3 năm 1985. Chernenko cũng là Chủ tịch Đoàn Chủ tịch Xô viết Tối cao từ 11 tháng 4 năm 1984, tới khi ông mất.",1
Parcé-sur-Sarthe,Parcé-sur-Sarthe là một xã trong tỉnh Sarthe trong vùng Pays-de-la-Loire ở tây bắc nước Pháp . Xã này nằm ở khu vực có độ cao từ 26-57 mét trên mực nước biển .,1
Ascogrammitis pichinchensis,Ascogrammitis pichinchensis là một loài dương xỉ trong họ Polypodiaceae . Loài này được Hieron. Sundue mô tả khoa học đầu tiên năm 2010. [1],0
Paryphus lobatus,Paryphus lobatus là một loài bọ cánh cứng trong họ Zopheridae . Loài này được Erichson miêu tả khoa học năm 1845. [1],0
Lemula gorodinskii,Lemula gorodinskii là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Stemmacantha nana,Stemmacantha nana là một loài thực vật có hoa trong họ Cúc . Loài này được (Lipsky) Dittrich miêu tả khoa học đầu tiên năm 1980. [1],0
Lantana nivea,Lantana nivea là một loài thực vật có hoa trong họ Cỏ roi ngựa . Loài này được Vent. mô tả khoa học đầu tiên năm 1803. [1],0
Poltys nigrinus,Poltys nigrinus là một loài nhện trong họ Araneidae . [1],0
"Panorama Park, Iowa","Panorama Park là một thành phố thuộc quận Scott , tiểu bang Iowa , Hoa Kỳ . Năm 2010, dân số của thành phố này là 129 người. [1]",1
Arnebia nobilis,Arnebia nobilis là loài thực vật có hoa trong họ Mồ hôi . Loài này được Rech.f. mô tả khoa học đầu tiên năm 1951. [1],0
Anna Camp,Anna Ragsdale Camp [1] (sinh ngày 27 tháng 9 năm 1982) [2] [3] [4] là một nữ diễn viên người Mỹ.,3
Scutellaria rhomboidalis,Scutellaria rhomboidalis là một loài thực vật có hoa trong họ Hoa môi . Loài này được Grossh. miêu tả khoa học đầu tiên năm 1950. [1],0
"İncebağ, Adıyaman","İncebağ là một xã thuộc thành phố Adıyaman , tỉnh Adıyaman , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 617 người. [1]",1
Eudicronychus serraticornis,Eudicronychus serraticornis là một loài bọ cánh cứng trong họ Elateridae . Loài này được Laporte miêu tả khoa học năm 1840. [1],0
Lepanthes saltatrix,Lepanthes saltatrix là một loài thực vật có hoa trong họ Lan . Loài này được Luer & Hirtz mô tả khoa học đầu tiên năm 1996. [1],0
Echinophyllum sachalinense,"Echinophyllum sachalinense là một loài Rêu trong họ Thuidiaceae . Loài này được (Lindb.) O'Brien, Terry John mô tả khoa học đầu tiên năm 2000. [1]",0
"Kürkcü, Gürün","Kürkcü là một xã thuộc huyện Gürün , tỉnh Sivas , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 17 người. [1]",1
Eleutherodactylus palmeri,"Eleutherodactylus palmeri là một loài ếch trong họ Leptodactylidae . Chúng là loài đặc hữu của Colombia .
Môi trường sống tự nhiên của nó là các khu rừng vùng núi ẩm nhiệt đới hoặc cận nhiệt đới, vườn nông thôn, và các khu rừng trước đây bị suy thoái nặng nề. Loài này đang bị đe dọa do mất môi trường sống.",0
Cao tốc Liên bang Nevada 375,"Cao tốc Liên bang Nevada ( tiếng Anh : Nevada State Route 375 , SR 375 ) là một phần của con đường cao tốc liên bang Hoa Kỳ , nó chủ yếu chạy qua các vùng sa mạc rộng lớn, hẻo lánh, thuộc bang Nevada . Nó dài khoảng 158 km, nằm giữa hai con đường cao tốc khác là SR 374 và SR 376, nằm gần Khu vực 51 .",2
Saint-Plaisir,Saint-Plaisir là một xã ở tỉnh Allier thuộc miền trung nước Pháp .,1
Jack LaLanne,"Francois Henri "" Jack "" LaLanne (/lə'leɪn/ 26 tháng 9, 1914 – 23 tháng 1, 2011) là một chuyên gia về thể dục, thể hình, dinh dưỡng và diễn giả truyền cảm hứng thường được biết đến với biệt danh ""Godfather of Fitness"" và ""First Fitness Superhero"". [1]",3
"Toccopola, Mississippi","Toccopola là một thành phố thuộc quận Pontotoc , tiểu bang Mississippi , Hoa Kỳ . Năm 2010, dân số của thành phố này là 246 người. [1]",1
Barnebydendron riedelii,Barnebydendron riedelii là một loài thực vật có hoa trong họ Đậu . Loài này được (Tul.) J.H. Kirkbr. mô tả khoa học đầu tiên năm 1999. [1],0
Viguiera leptodonta,Viguiera leptodonta là một loài thực vật có hoa trong họ Cúc . Loài này được S.F.Blake miêu tả khoa học đầu tiên năm 1926. [1],0
Tragia spathulata,Tragia spathulata là một loài thực vật có hoa trong họ Đại kích . Loài này được Benth. miêu tả khoa học đầu tiên năm 1849. [1],0
Plinthocoelium chilensis,Plinthocoelium chilensis là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Offagna,"Offagna là một đô thị ở tỉnh Ancona trong vùng Marche , nằm cách 11 km về phía tây nam của Ancona . Tại thời điểm ngày 31 tháng 12 năm 2004 , đô thị này có dân số 1.801 và diện tích là 10,5 km². [1]",1
Oncilorpheus jerrybarnardi,"Oncilorpheus jerrybarnardi là một loài chân đều trong họ Cirolanidae . Loài này được Brusca, Wetzer & France miêu tả khoa học năm 1995. [1]",0
Physaria hitchcockii,Physaria hitchcockii là một loài thực vật có hoa trong họ Cải . Loài này được (Munz) O'Kane & Al-Shehbaz mô tả khoa học đầu tiên năm 2002. [1],0
Cryptus ultramondanus,Cryptus ultramondanus là một loài tò vò trong họ Ichneumonidae . [1],0
Euonymus theacolus,Euonymus theacolus là một loài thực vật có hoa trong họ Dây gối . Loài này được C.Y.Cheng ex T.L.Xu & Q.H.Chen. mô tả khoa học đầu tiên năm 1994. [1],0
Struppen,"Struppen là một thị xã thuộc huyện Sächsische Schweiz-Osterzgebirge , trong bang tự do Sachsen , Đức . Đô thị này có diện tích 20,68 ki lô mét vuông , dân số thời điểm ngày 31 tháng 12 năm 2006 là 2689 người.",1
Thamnium arbuscula,Thamnium arbuscula là một loài Rêu trong họ Neckeraceae . Loài này được (Sm.) Kindb. miêu tả khoa học đầu tiên năm 1902. [1],0
La Neuville-en-Beine,"La Neuville-en-Beine là một xã ở tỉnh Aisne , vùng Hauts-de-France thuộc miền bắc nước Pháp .",1
Heterochorema paradoxicum,Heterochorema paradoxicum [1] là một loài Trichoptera thuộc họ Hydrobiosidae . Chúng phân bố ở vùng Tân nhiệt đới .,0
Neolarra vandykei,Neolarra vandykei là một loài Hymenoptera trong họ Apidae . Loài này được Michener mô tả khoa học năm 1939. [1],0
"Torcy, Pas-de-Calais",Torcy là một xã ở tỉnh Pas-de-Calais của Pháp .,1
Melanotus tenax,Melanotus tenax là một loài bọ cánh cứng trong họ Elateridae . Loài này được Say miêu tả khoa học năm 1839. [1],0
Vexillum speciosum,"Vexillum (Pusia) speciosum , tên tiếng Anh: specious mitre , là một loài ốc biển nhỏ, là động vật thân mềm chân bụng sống ở biển trong họ Costellariidae . [1]",0
Eugenia matudae,Eugenia matudae là một loài thực vật có hoa trong Họ Đào kim nương . Loài này được Lundell mô tả khoa học đầu tiên năm 1937. [1],0
Erica intonsa,Erica intonsa là một loài thực vật có hoa trong họ Thạch nam . Loài này được L.Bolus mô tả khoa học đầu tiên năm 1925. [1],0
Diadasia lynchii,Diadasia lynchii là một loài Hymenoptera trong họ Apidae . Loài này được Brèthes mô tả khoa học năm 1910. [1],0
Kuhlhasseltia nakaiana,Kuhlhasseltia nakaiana là một loài thực vật có hoa trong họ Lan . Loài này được (F.Maek.) Ormerod mô tả khoa học đầu tiên năm 2002. [1],0
Tổ tiên chung cuối cùng của người và vượn,"Tổ tiên chung cuối cùng của người và vượn (gibbon), viết tắt theo tiếng Anh là GHLCA ( gibbon–human last common ancestor ) là tổ tiên chung cuối cùng (LCA, last common ancestor ) đánh dấu sự phân chia phát sinh loài của siêu họ Hominoidea (vượn) thành họ Hylobatidae (vượn) và Hominidae (vượn lớn). Sự phân chia được ước định niên đại vào đầu Miocen , khoảng 20 đến 16 triệu năm trước . [1]",0
Polygonum stypticum,Polygonum stypticum là một loài thực vật có hoa trong họ Rau răm . Loài này được Cham. & Schltdl. miêu tả khoa học đầu tiên năm 1828. [1],0
Conus troendlei,"Conus troendlei là một loài ốc biển , là động vật thân mềm chân bụng sống ở biển trong họ Conidae , họ ốc cối. [1]",0
Moselle Open 2022 - Đơn,"Hubert Hurkacz là đương kim vô địch, [1] nhưng thua ở vòng bán kết trước Lorenzo Sonego .",3
Astochia introducens,Astochia introducens là một loài ruồi trong họ Asilidae . Astochia introducens được Walker miêu tả năm 1859. Loài này phân bố ở miền Ấn Độ - Mã Lai . [1],0
Fossombroniales,Fossombroniales là một bộ rêu trong ngành Marchantiophyta .,0
Trichoglottis apoensis,Trichoglottis apoensis là một loài thực vật có hoa trong họ Lan . Loài này được T.Hashim. miêu tả khoa học đầu tiên năm 1991. [1],0
Đĩa than,"Đĩa than hoặc Đĩa nhựa (tiếng Anh: gramophone , phonograph , vinyl , còn được gọi tắt là record ) là một hình thức đồng bộ tín hiệu âm thanh vào lưu trữ dạng đĩa chất liệu Polyvinyl chloride (trước đây là sơn cánh kiến ) và được ghi theo từng rãnh với độ dập nổi khác nhau. Các đường rãnh được đọc từ vòng lớn nhất cho tới tâm của chiếc đĩa. Đĩa than thường được phân loại theo đường kính, đo bằng đơn vị inch (12"", 10"", 7""), tốc độ quay (16⅔, 33⅓, 45, 78 vòng/phút) và độ dài tương ứng dung lượng ( LP – long playing 33⅓ vòng/phút, SP – 78 vòng/phút, EP – 12"" đĩa đơn hoặc extended play, 33 hoặc 45 vòng/phút); ngoài ra còn theo chất lượng âm thanh (high-fidelity, orthophonic, full-range, v.v.) và số lượng kênh âm thanh ( mono , stereo , quad, v.v.).",3
Mordellistenula anomala,Mordellistenula anomala là một loài bọ cánh cứng trong họ Mordellidae . Loài này được Ermisch miêu tả khoa học năm 1957. [1],0
Ophiopogon kradungensis,Ophiopogon kradungensis là một loài thực vật có hoa trong họ Măng tây . Loài này được M.N.Tamura mô tả khoa học đầu tiên năm 1990. [1],0
"Long Hoa, Thâm Quyến","Khu mới Long Hoa ( tiếng Trung : 龙华新区 ; bính âm : Lónghuá Xīn Qū ) là một khu công năng hành chính thuộc thành phố Thâm Quyến , tỉnh Quảng Đông , Trung Quốc. Khu được hình thành vào năm 2011 từ bốn nhai đạo là Long Hoa, Đại Lãng, Dân Trị, Quan Lan của khu Bảo An. [1] Việc thành lập khu mới là nhằm phát huy lợi thế, thúc đẩy phát triển của Thâm Quyến, tối ưu hóa việc điều chỉnh bố cục tổng thể phát triển đô thị. Khu mới Long Hoa có diện tích 175,58 km², nhân khẩu thường trú năm 2010 đạt 1,379 triệu (trong đó 1,14 triệu người có hộ tịch).",1
Satyrium comptum,Satyrium comptum là một loài thực vật có hoa trong họ Lan . Loài này được Summerh. miêu tả khoa học đầu tiên năm 1966. [1],0
Katsuki Kiyoshi,"Katsuki Kiyoshi ( kanji : 香月 清司, hiragana : かつき きよし, Hán Việt : Hương Nguyệt Thanh Ti), sinh ngày 6 tháng 10 năm 1881 , mất ngày 29 tháng 11 năm 1950 , là một vị tướng của Lục quân Đế quốc Nhật Bản , tham gia Chiến tranh Trung-Nhật .",2
Erica squarrosa,Erica squarrosa là một loài thực vật có hoa trong họ Thạch nam . Loài này được Salisb. mô tả khoa học đầu tiên năm 1802. [1],0
Ophrida,Ophrida là một chi bọ cánh cứng trong họ Chrysomelidae . [1] Chi này được miêu tả khoa học năm 1875 bởi Chapuis.,0
Ladona julia,Ladona julia là một loài chuồn chuồn ngô thuộc họ Libellulidae được tìm thấy ở miền bắc Bắc Mỹ và miền nam Canada .,0
Wydarzenia,Wydarzenia (tạm dịch: Sự kiện ) là chương trình thời sự do đài truyền hình Polsat sản xuất. [1] Phát sóng lần đầu vào năm 2004.,1
Peristernia forskalii,"Peristernia forskalii , tên tiếng Anh: Forsskal's whelk , là một loài ốc biển , là động vật thân mềm chân bụng sống ở biển trong họ Fasciolariidae . [1]",0
Khổng Tước (chòm sao),"Chòm sao Khổng Tước 孔雀, (tiếng La Tinh : Pavo ) là một trong 88 chòm sao hiện đại, mang hình ảnh con công .
Chòm sao này có diện tích 378 độ vuông , nằm trên thiên cầu nam, chiếm vị trí thứ 44 trong danh sách các chòm sao theo diện tích .
Chòm sao Khổng Tước nằm kề các chòm sao Nam Cực , Thiên Yến , Thiên Đàn , Viễn Vọng Kính , Ấn Đệ An .",3
Cheilanthes borsigiana,"Cheilanthes borsigiana là một loài dương xỉ trong họ Pteridaceae . Loài này được Rchb.fil. & Wswz., Koch mô tả khoa học đầu tiên năm 1858. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.",0
Pero dularia,Pero dularia là một loài bướm đêm trong họ Geometridae . [1],0
Blumea ramosii,Blumea ramosii là một loài thực vật có hoa trong họ Cúc . Loài này được Merr. mô tả khoa học đầu tiên năm 1910. [1],0
Bà xã cát tường,"Thố nương tử ( tiếng Trung : 醋娘子 , là một bộ phim cổ trang 2014. Phim được sản xuất bởi Television Broadcasts Limited của Hồng Kông với sự tham gia của các ngôi sao như Hồ Hạnh Nhi , Ngô Trác Hi , La Trọng Khiêm , Sầm Lệ Hương và Lương Tranh [1] .",3
Triorla vicinus,Triorla vicinus là một loài ruồi trong họ Asilidae . Triorla vicinus được Macquart miêu tả năm 1846. [1],0
Victoria cruziana,Victoria cruziana là một loài thực vật có hoa trong họ Nymphaeaceae . Loài này được Charles Henry Dessalines d'Orbigny miêu tả khoa học đầu tiên năm 1840. [1] [2],0
Ambulyx substrigilis,"Ambulyx substrigilis là một loài bướm đêm thuộc họ Sphingidae . Nó được tìm thấy ở Sri Lanka , Ấn Độ , Nepal , Bangladesh , quần đảo Andaman , the quần đảo Nicobar , Thái Lan , Việt Nam , Trung Quốc (đảo Hải Nam), Malaysia (Peninsular, Sarawak), Indonesia (Sumatra, Kalimantan) và Philippines . [2]",0
Oryzaephilus acuminatus,Oryzaephilus acuminatus là một loài bọ cánh cứng trong họ Silvanidae . Loài này được Halstead miêu tả khoa học năm 1980. [1],0
Oxytropis globiflora,Oxytropis globiflora là một loài thực vật có hoa trong họ Đậu . Loài này được Bunge miêu tả khoa học đầu tiên. [1],0
10814 Gnisvärd,"10814 Gnisvärd (tên chỉ định: 1993 FW 31 ) là một tiểu hành tinh vành đai chính . Nó được khám phá thông qua Uppsala-ESO Survey of Asteroids và Comets ở Đài thiên văn La Silla ở Chile ngày 19 tháng 3 năm 1993. Nó được đặt theo tên Gnisvärd, a fishing village ở Gotland .",0
Calymmaria alleni,Calymmaria alleni là một loài nhện trong họ Hahniidae . [1],0
"Belagavadi, Magadi","Belagavadi là một làng thuộc tehsil Magadi , huyện Ramanagara , bang Karnataka , Ấn Độ . [1] [2]",1
Amiatina,"Amiatina hoặc tiếng Ý: Asino dell'Amiata là một giống lừa từ Toscana ở miền trung nước Ý. [2] Nó đặc biệt gắn liền với Monte Amiata ở các tỉnh Siena và Grosseto, nhưng được phân bố khắp Toscana. Ngoài ra còn có các quần thể giống này ở Liguria và Campania. [3] :156 Đây là một trong tám giống lừa độc quyền phân bố hạn chế được Bộ trưởng Bộ Nông nghiệp và Lâm nghiệp Italy, Bộ Nông nghiệp và Lâm nghiệp Ý công nhận. [4] :18",0
Scotopteryx nigrescens,Scotopteryx nigrescens là một loài bướm đêm trong họ Geometridae . [1],0
Mesochorus triangulus,Mesochorus triangulus là một loài tò vò trong họ Ichneumonidae . [1],0
Supersypnoides hercules,Supersypnoides hercules là một loài bướm đêm trong họ Noctuidae . [1] [2],0
Browning M1918,"M1918 Browning Automatic Rifle là loại súng máy hạng nhẹ được quân đội Mỹ sử dụng trong Thế chiến 1 (cuối cuộc chiến), Thế chiến 2 và nhiều cuộc chiến khác sau đó nữa. Đây là một trong những sản phẩm được biết đến nhiều nhất của nhà thiết kế John Browning . Mặc dù tên của nó là M1918 ""Browning Automatic Rifle"" (Súng trường tự động Browning) nhưng trên thực tế nó lại là súng máy hạng nhẹ (trung liên). M1918 Browning Automatic Rifle được quân Mỹ gọi bằng cái tên khác ngắn gọn hơn là M1918 BAR (hay BAR ). Khẩu BAR có nhiều biến thế khác nhau, nhưng nổi tiếng nhất trong số chúng là 2 biến thể: M1918 BAR và M1918A2 BAR.",2
"Holegadde, Kumta","Holegadde là một làng thuộc tehsil Kumta , huyện Uttar Kannad , bang Karnataka , Ấn Độ . [1] [2]",1
Trận Salerno,"Cuộc tấn công vào căn cứ Salerno của Hoa Kỳ diễn ra ngày 19 tháng 8 năm 2008 trong Chiến tranh Afghanistan . Salerno là cơ sở điều hành chuyển tiếp chỉ các biên giới Pakistan chừng vài dặm, phiến quân bị chặn ở bên ngoài cổng trại Salerno tại thành phố Khost , sau khi mở các đợt tấn công ngay vào trước nửa đêm ngày thứ Hai , 18 tháng 8 năm 2008.",2
Cơ sở dữ liệu tập trung,"Cơ sở dữ liệu tập trung ( tiếng Anh : centralized database , viết tắt là CDB ) là cơ sở dữ liệu được lưu trữ tại một vị trí vật lý duy nhất. Vị trí này thường là máy tính trung tâm hoặc hệ thống cơ sở dữ liệu, ví dụ như CPU của máy tính, máy chủ hoặc CPU của một máy tính lớn. Cơ sở dữ liệu tập trung thường được sử dụng bởi một tổ chức, doanh nghiệp hay trường học. Khi người dùng truy cập vào cơ sở dữ liệu tập trung thông qua mạng máy tính, đồng nghĩa với việc họ có thể truy xuất vào dữ liệu của CPU trung tâm, từ đó vận hành và duy trì chính cơ sở dữ liệu đó. [1] [2]",2
Donia Samir Ghanem,"Donia Samir Youssef Ghanem ( tiếng Ả Rập Ai Cập : دنيا سمير يوسف غانم ‎; sinh ngày 1 tháng 1 năm 1985) là một nữ diễn viên và ca sĩ người Ai Cập. Cô là con gái của nam diễn viên Samir Ghanem và nữ diễn viên Dalal Abdulaziz; và em gái của Amy (Amal). [1] Donia tốt nghiệp MSA đại học và bắt đầu cuộc sống nghệ thuật của mình vào năm 2001 khi cô mới 16. Cô đã có vai diễn đầu tiên của mình trong một chương trình truyền hình mang tên ""Tư pháp có rất nhiều gương mặt"" ( tiếng Ả Rập : للعدالة وجوه كثيرة ‎ - Lil Adala Wogouh Katheera). [2] [3]",3
Mimorista tristigmalis,Mimorista tristigmalis là một loài bướm đêm trong họ Crambidae . [1] [2],0
"Brookhaven, Mississippi","Brookhaven là một thành phố thủ phủ quận Lincoln trong tiểu bang Mississippi , Hoa Kỳ . Thành phố có diện tích 19 km2, dân số theo điều tra năm 2000 của Cục điều tra dân số Hoa Kỳ là 9861 người. Nó được đặt tên theo Brookhaven , New York , bởi người sáng lập Samuel Jayne vào năm 1818.",1
Prostanthera ammophila,Prostanthera ammophila là một loài thực vật có hoa trong họ Hoa môi . Loài này được B.J.Conn miêu tả khoa học đầu tiên năm 1988. [1],0
Eurysthea magnifica,Eurysthea magnifica là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Cineraria angulosa,Cineraria angulosa là một loài thực vật có hoa trong họ Cúc . Loài này được Lam. mô tả khoa học đầu tiên năm 1786. [1],0
Sablia engadinensis,Sablia engadinensis là một loài bướm đêm trong họ Noctuidae . [1] [2],0
Boehmeria taquetii,Boehmeria taquetii là loài thực vật có hoa trong họ Tầm ma . Loài này được Nakai mô tả khoa học đầu tiên năm 1914. [1],0
Antimima dekenahi,Antimima dekenahi là một loài thực vật có hoa trong họ Phiên hạnh . Loài này được (N.E.Br.) H.E.K.Hartmann mô tả khoa học đầu tiên năm 1998. [1],0
Plagiochila vinkii,Plagiochila vinkii là một loài rêu trong họ Plagiochilaceae . Loài này được Inoue & Grolle mô tả khoa học đầu tiên năm 1979. [1],0
Bothromus cruralis,Bothromus cruralis là một loài tò vò trong họ Ichneumonidae . [1],0
Castelmola,"Castelmola là một đô thị ở tỉnh Messina trong vùng Sicilia của Italia , có vị trí cách khoảng 170 km về phía đông của Palermo vào khoảng 40 km về phía tây nam của Messina . Tại thời điểm ngày 31 tháng 12 năm 2004 , đô thị này có dân số 1.107 người và diện tích là 16,4 km². [1]",1
Nỗi lòng,"Nỗi lòng ( こゝろ , Kokoro ? ) là tên tiểu thuyết phát hành năm 1914 của nhà văn người Nhật, Natsume Sōseki , đồng thời cũng là tiểu thuyết nổi tiếng nhất của ông. Khi đăng định kỳ trên báo Asahi Shimbun , tiểu thuyết được đăng dưới tựa Nỗi lòng: Di thư của Tiên sinh ( 心　先生の遺書 , Kokoro: Sensei no Isho ? ) . Song khi xuất bản dưới hình thức tiểu thuyết, tựa đề tác phẩm được rút ngắn lại chỉ còn Kokoro , và cách viết được chuyển từ việc dùng chữ Hán ""tâm"" (心) sang dùng hiragana (こゝろ, sau chiến tranh là こころ). Theo lời giới thiệu của dịch giả Đỗ Khánh Hoan trong ấn bản năm 1971 , ""kokoro"" dịch theo kiểu trí thức là ""tâm sự"", còn dịch theo kiểu bình dân là ""nỗi lòng"". [1]",3
Pici,"Pici ( tiếng Ý: [ˈpiːtʃi] ; phát âm tiếng Ý: [ˈpiːʃi] ) là một loại pasta dày, được làm thủ công bằng tay, giống như chất béo của spaghetti . [1] [2] [3] [4] [5] [6] Nó có nguồn gốc Tỉnh Siena ở Toscana ; ở khu vực Montalcino , chúng còn được gọi là pinci ( tiếng Ý: [ˈpintʃi] ).",3
Parmaschema leviterimpressum,Parmaschema leviterimpressum là một loài bọ cánh cứng trong họ Discolomatidae . Loài này được John miêu tả khoa học năm 1952. [1],0
Sémalens,Sémalens là một xã thuộc tỉnh Tar trong vùng Occitanie ở phía nam nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 160 mét trên mực nước biển .,1
"Büyükkızılkum, Bartın","Büyükkızılkum là một xã thuộc thành phố Bartın , tỉnh Bartın , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 400 người. [1]",1
Khu bảo tồn thiên nhiên Na Hang – Lâm Bình,"Khu bảo tồn thiên nhiên Na Hang – Lâm Bình là một khu bảo tồn thiên nhiên nằm trên địa bàn hai huyện Na Hang và Lâm Bình thuộc tỉnh Tuyên Quang , Việt Nam .",0
Ammobates atrorufus,Ammobates atrorufus là một loài Hymenoptera trong họ Apidae . Loài này được Warncke mô tả khoa học năm 1983. [1],0
White Snake 2: The Tribulation of the Green Snake,"Bạch Xà 2: Thanh Xà Kiếp Khởi (tên tiếng Anh : White Snake 2: The Tribulation of the Green Snake ; tên tiếng Trung : 白蛇2：青蛇劫起 ; bính âm : Báishé: Qīngshé Jiéqǐ ) là bộ phim hoạt hình máy tính kỳ ảo Trung Quốc ra mắt năm 2021 được đạo diễn bởi Huỳnh Gia Khương với được sản xuất đồ họa hoạt hình bởi Light Chaser Animation , Alibaba Pictures , Tianjin Maoyan Weiying Culture Media và Bilibili . [1] [2] Đây là phần hậu truyện của bộ phim Bạch Xà: Duyên Khởi (2019). [1] Phim được dựa trên câu truyện dân gian nổi tiếng của Trung Quốc - Bạch Xà truyện và được công chiếu tại Trung Quốc vào ngày 23 tháng 7 năm 2021.",3
Lepturges itu,Lepturges itu là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
