,title,content,label
608,"Kartal, Bahçesaray","Kartal là một xã thuộc thành phố Bahçesaray , tỉnh Van , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 178 người. [1]",1
609,Athous eckerleini,Athous eckerleini là một loài bọ cánh cứng trong họ Elateridae . Loài này được Platia & Gudenzi miêu tả khoa học năm 2000. [1],0
610,USS Hemminger (DE-746),"USS Hemminger (DE-746) là một tàu hộ tống khu trục lớp Cannon từng phục vụ cùng Hải quân Hoa Kỳ trong Chiến tranh Thế giới thứ hai . Nó là chiếc tàu chiến duy nhất của Hải quân Hoa Kỳ được đặt cái tên này, theo tên Thiếu úy Hải quân Cyril Franklin Hemminger (c. 1902-1942), người từng phục vụ trên tàu tuần dương hạng nặng Astoria (CA-34) và đã tử trận trong trận chiến đảo Savo vào ngày 9 tháng 8 , 1942 . [2] Nó đã phục vụ cho đến khi chiến tranh kết thúc, xuất biên chế năm 1946 , nhưng được huy động trở lại vào năm 1950 và tiếp tục phục vụ cho đến năm 1958 . Con tàu được chuyển cho Hải quân Hoàng gia Thái Lan năm 1952 và tiếp tục phục vụ như là chiếc Pin Klao (DE-1/DE-3/413) . Tính đến  ngày 14 tháng 3 năm 2022 [cập nhật] , nó là chiếc tàu hộ tống khu trục lớp Cannon duy nhất còn hoạt động. [1]",1
611,Dracophyllum scoparium,Dracophyllum scoparium là một loài thực vật có hoa trong họ Thạch nam . Loài này được Hook.f. mô tả khoa học đầu tiên năm 1844. [1],0
612,Marmorosphax taom,"Marmorosphax taom là một loài thằn lằn trong họ Scincidae . Loài này được Sadlier, Smith, Bauer & Whitaker mô tả khoa học đầu tiên năm 2009. [1]",0
613,Celerena andamana,Celerena andamana là một loài bướm đêm trong họ Geometridae . [1],0
614,Eiphosoma cerfen,Eiphosoma cerfen là một loài tò vò trong họ Ichneumonidae . [1],0
615,Psychotria anceps,Psychotria anceps là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Kunth miêu tả khoa học đầu tiên năm 1819. [1],0
616,Buồn nôn và nôn sau phẫu thuật,"Buồn nôn và nôn sau phẫu thuật ( PONV ) là hiện tượng buồn nôn, nôn hoặc nôn do bệnh nhân gặp phải trong Khu Chăm sóc hậu Gây mê (PACU) hoặc 24 giờ sau khi phẫu thuật. Đó là một biến chứng khó chịu ảnh hưởng đến khoảng 10% số người được gây mê toàn thân mỗi năm.",2
617,Tissey,"Tissey là một xã của Pháp ,tọa lạc ở tỉnh Yonne trong vùng Bourgogne-Franche-Comté .",1
618,Papilio zagreus,"Papilio zagreus là một loài bướm thuộc họ Papilionidae . Nó được tìm thấy ở Nam Mỹ , bao gồm Venezuela , Colombia , Ecuador , Peru , Bolivia và vùng Tây Brasil .",0
619,Anomiopus bonariensis,Anomiopus bonariensis là một loài bọ cánh cứng trong họ Bọ hung (Scarabaeidae). [1] [2],0
620,Aptesis concolor,Aptesis concolor là một loài tò vò trong họ Ichneumonidae . [1],0
621,Epidendrum popayanense,Epidendrum popayanense là một loài thực vật có hoa trong họ Lan . Loài này được F.Lehm. & Kraenzl. mô tả khoa học đầu tiên năm 1899. [1],0
622,Mitromorpha,"Mitromorpha là một chi ốc biển , là động vật thân mềm chân bụng sống ở biển trong họ Mitromorphidae , họ ốc cối. [1]",0
623,Tacparia deductaria,Tacparia deductaria là một loài bướm đêm trong họ Geometridae . [1],0
624,Los Ríos (tỉnh Ecuador),Los Ríos là một tỉnh của Ecuador . Tỉnh lỵ là Babahoyo . Tỉnh này chịu cảnh lũ lụt và có hệ thống đường bộ kém nhất đất nước này.\nTỉnh được chia ra 12 tổng.,1
625,Prosopis burkartii,Prosopis burkartii là một loài thực vật có hoa trong họ Đậu . Loài này được O.Muniz miêu tả khoa học đầu tiên. [1],0
626,Pháo phòng không tự hành Mitsubishi Type 87,"Pháo phòng không tự hành Mitsubishi Type 87 ( 87式自走高射機関砲, , 87-shiki jisō kōsha kikanhō ? ) hay Mitsubishi Type 87 SPAAG là một pháo phòng không tự hành hiện đại của Nhật Bản sử dụng hệ thống pháo hai nòng Oerlikon 35 mm như trên pháo phòng không tự hành Flakpanzer Gepard và sử dụng khung của xe tăng Type 74.",2
627,Nupserha longipennis,Nupserha longipennis là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
628,Doris Pilkington Garimara,"Doris Pilkington Garimara (tên khai sinh là Nugi Garimara) cũng có tên là Doris Pilkington (1 tháng 7 năm 1937 – 10 tháng 4 năm 2014), là một nhà văn Úc. Bà được biết đến với tác phẩm phát hành năm 1996 Follow the Rabbit-Proof Fence, kể về câu chuyện của ba cô gái người Úc bản thổ, trong đó có mẹ của Pilkington, bà Molly Craig, người đã trốn thoát khỏi trại định cư sông Moore ở bang Tây Úc và đã đi bộ suốt 9 tuần để về với gia đình.",3
629,Gerson Rodrigues,Gerson Rodrigues (sinh ngày 20 tháng 6 năm 1995) là một cầu thủ bóng đá người Luxembourg đang thi đấu cho câu lạc bộ Dynamo Kyiv và đội tuyển quốc gia Luxembourg ở vị trí tiền vệ .,3
630,Đoàn Công Uẩn,"Đoàn Công Uẩn (?-?)- một mãnh tướng thời Lê, tên dân gian là Đoàn mãnh tướng.",1
631,Jadesola Akande,"Jadesola Olayinka Akande (CON, OFR) (15 tháng 11 năm 1940 – 29 tháng 4 năm 2008) là một luật sư , tác giả và học giả người Nigeria , được coi là nữ giáo sư luật đầu tiên của Nigeria. [1]",3
632,Écorches,Écorches là một xã thuộc tỉnh Orne vùng Normandie tây bắc nước nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 141 mét trên mực nước biển .,1
633,Florent Hasani,Florent Hasani (sinh ngày 30 tháng 3 năm 1997) là một cầu thủ bóng đá Kosovo - Albania thi đấu ở vị trí Tiền vệ tấn công cho cậu lạc bộ Israel Hapoel Kfar Saba .,3
634,Trò chơi nhịp điệu,"Trò chơi nhịp điệu là một thể loại trò chơi điện tử âm nhạc thử thách nhịp điệu của người chơi. Các trò chơi trong thể loại này thường tập trung vào nhảy hoặc mô phỏng nốt nhạc , và yêu cầu người chơi nhấn các nút theo trình tự được chỉ định trên màn hình. Nhiều trò chơi nhịp điệu bao gồm chế độ nhiều người chơi trong đó người chơi cạnh tranh để giành điểm số cao nhất hoặc hợp tác như một ban nhạc mô phỏng ban nhạc . Trò chơi nhịp điệu thường có các bộ điều khiển trò chơi có hình dạng giống như nhạc cụ như ghi-ta và trống để đánh trúng các nốt nhạc khi chơi bài hát. Một số trò chơi dựa trên điệu nhảy yêu cầu người chơi phải tập thể dục",3
635,Alpaida gracia,Alpaida gracia là một loài nhện trong họ Araneidae . [1],0
636,"Lily Lake, Illinois","Lily Lake là một làng thuộc quận Kane , tiểu bang Illinois , Hoa Kỳ . Năm 2010, dân số của làng này là 993 người. [1]",1
637,Fallopia ×conollyana,Fallopia conollyana là một loài thực vật có hoa trong họ Rau răm . Loài này được J.P.Bailey mô tả khoa học đầu tiên năm 2001. [1],0
638,"Rogers, Arkansas","Rogers là một thành phố thuộc quận Benton trong tiểu bang Arkansas , Hoa Kỳ . Thành phố có diện tích km², dân số theo điều tra năm 2000 của Cục điều tra dân số Hoa Kỳ là 38.829 người, dân số năm 2008 là 56.726 người [2] . Thành phố có mức tăng dân số nhanh nhất vùng đô thị Fayetteville-Springdale-Rogers .",1
639,Aristida cumingiana,Aristida cumingiana là một loài thực vật có hoa trong họ Hòa thảo . Loài này được Trin. & Rupr. mô tả khoa học đầu tiên năm 1842. [1],0
640,Pitchatur,"Pitchatur là một mandal thuộc huyện Chittoor , bang Andhra Pradesh . [1]",1
641,Drepanosticta amboinensis,Drepanosticta amboinensis là loài chuồn chuồn trong họ Platystictidae . Loài này được van Tol mô tả khoa học đầu tiên năm 2007. [1],0
642,GreenSet,"GreenSet là sân cứng bề mặt acrylic được sử dụng ở một số sự kiện quần vợt chuyên nghiệp được tổ chức bởi liên đoàn quần vợt quốc tế (ITF), ATP và WTA . Nó được làm từ các lớp nhựa acrylic và silica ở trên lớp nhựa đường hoặc bê tông , hoặc gỗ, đảm bảo sự ổn định để sử dụng thường xuyên.",3
643,Lygropia melanoperalis,Lygropia melanoperalis là một loài bướm đêm trong họ Crambidae . [1] [2],0
644,Eoophyla parapomasalis,Eoophyla parapomasalis là một loài bướm đêm trong họ Crambidae . [1] [2],0
645,Formicivora melanogaster,Formicivora melanogaster là một loài chim trong họ Thamnophilidae . [2],0
646,Anisothecium macrostomum,Anisothecium macrostomum là một loài Rêu trong họ Dicranaceae . Loài này được (Müll. Hal.) Broth. mô tả khoa học đầu tiên năm 1924. [1],0
647,Cyclopenten,"Cyclopenten (cyclopentene) là một hợp chất hóa học thuộc dãy cycloanken có công thức C 5 H 8 . Cyclopenten là một chất lỏng không màu, có mùi giống mùi dầu và rất dễ cháy. Cyclopenten thường được sử dụng như một monome để tổng hợp chất dẻo .",0
648,Paduniella bidentosa,Paduniella bidentosa là một loài Trichoptera trong họ Psychomyiidae . Chúng phân bố ở miền Ấn Độ - Mã Lai .,0
649,Olios flavens,Olios flavens là một loài nhện trong họ Sparassidae . [1],0
650,Ampedus deletus,Ampedus deletus là một loài bọ cánh cứng trong họ Elateridae . Loài này được LeConte miêu tả khoa học năm 1853. [1],0
651,"Chavigny, Meurthe-et-Moselle","Chavigny là một xã của tỉnh Meurthe-et-Moselle , thuộc vùng Grand Est , đông bắc nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 264 mét trên mực nước biển .",1
652,Lepanthes crista-pulli,Lepanthes crista-pulli là một loài thực vật có hoa trong họ Lan . Loài này được Luer & R.Escobar mô tả khoa học đầu tiên năm 1983. [1],0
653,Neuburg an der Kammel,"Neuburg , tên đầy đủ Neuburg an der Kammel (viết tắt Neuburg a.d.Kammel ), là một đô thị ở huyện Günzburg bang Bayern thuộc nước Đức .",1
654,AVIC,AVIC (tên viết tắt từ Aviation Industry Corporation of China ( tiếng Trung : 中国航空工业集团公司 )) là một doanh nghiệp nhà nước của Trung Quốc về kỹ thuật hàng không và quân sự.,2
655,Anjouanella comorensis,Anjouanella comorensis là một loài nhện trong họ Mysmenidae . [1] Chúng được Léon Baert miêu tả năm 1986.,0
656,Sporobolus compactus,Sporobolus compactus là một loài thực vật có hoa trong họ Hòa thảo . Loài này được Clayton miêu tả khoa học đầu tiên năm 1971. [1],0
657,Hội Chăn nuôi Việt Nam,"Hội Chăn nuôi Việt Nam , tên đăng ký là Hội Khoa học kỹ thuật Chăn nuôi Việt Nam , là tổ chức xã hội - nghề nghiệp của những người làm việc trong lĩnh vực chăn nuôi tại hoặc liên quan đến Việt Nam. Hội có tên giao dịch tiếng Anh là Animal Husbandry Association of Vietnam , viết tắt là AHAV [1] .",2
658,Ga Omokcheon,"Ga Omokcheon (Đại học Nữ sinh Suwon) ( Tiếng Hàn : 오목천역, Hanja : 梧木川驛) là ga tàu điện ngầm trên Tuyến Suin–Bundang , nằm ở Omokcheon-dong, Gwonseon-gu , Suwon-si , Gyeonggi-do .",2
659,Philodicus flavipes,Philodicus flavipes là một loài ruồi trong họ Asilidae . Philodicus flavipes được Blasdale miêu tả năm 1957. Loài này phân bố ở vùng nhiệt đới châu Phi . [1],0
660,Pseudalsomyia pilifacies,Pseudalsomyia pilifacies là một loài ruồi trong họ Tachinidae . [1] [2],0
661,Coursetia ferruginea,Coursetia ferruginea là một loài thực vật có hoa trong họ Đậu . Loài này được (Kunth) Lavin miêu tả khoa học đầu tiên. [1],0
662,Brongniartia ulbrichiana,Brongniartia ulbrichiana là một loài thực vật có hoa trong họ Đậu . Loài này được Harms miêu tả khoa học đầu tiên. [1],0
663,Papilionanthe biswasiana,Papilionanthe biswasiana là một loài thực vật có hoa trong họ Lan . Loài này được (Ghose & Mukerjee) Garay mô tả khoa học đầu tiên năm 1974. [1],0
664,Protoradjia pilosa,"Protoradjia pilosa là một loài chân đều trong họ Scleropactidae . Loài này được Ferrara, Meli & Taiti miêu tả khoa học năm 1995. [1]",0
665,Pirbuterol,"Pirbuterol (tên thương mại Maxair) là một chất đồng vận β 2 adrenoreceptor tác dụng ngắn với việc giãn phế quản sử dụng trong điều trị hen suyễn , có sẵn (như pirbuterol acetate) như là một hơi thở kích hoạt hít có định liều .",0
666,"Xã York, Quận Benton, Indiana","Xã York ( tiếng Anh : York Township ) là một xã thuộc quận Benton , tiểu bang Indiana , Hoa Kỳ . Năm 2010, dân số của xã này là 181 người. [1]",1
667,"Xã Elm Creek, Quận Martin, Minnesota","Xã Elm Creek ( tiếng Anh : Elm Creek Township ) là một xã thuộc quận Martin , tiểu bang Minnesota , Hoa Kỳ . Năm 2010, dân số của xã này là 188 người. [1]",1
668,Cacosmia hieronymi,Cacosmia hieronymi là một loài thực vật có hoa thuộc họ Asteraceae .\nLoài này chỉ có ở Ecuador . Môi trường sống tự nhiên của chúng là vùng núi ẩm nhiệt đới hoặc cận nhiệt đới.\nChúng hiện đang bị đe dọa vì mất môi trường sống .,0
669,11149 Tateshina,11149 Tateshina (1997 XZ9) là một tiểu hành tinh vành đai chính được phát hiện ngày 5 tháng 12 năm 1997 bởi T. Kobayashi ở Oizumi .,0
670,Aveizieux,Aveizieux là một xã trong tỉnh Loire miền trung nước Pháp .,1
671,Pinanga quadrijuga,Pinanga quadrijuga là loài thực vật có hoa thuộc họ Arecaceae . Loài này được Gagnep. miêu tả khoa học đầu tiên năm 1937. [1],0
672,Lacon griseus,Lacon griseus là một loài bọ cánh cứng trong họ Elateridae . Loài này được Schwarz miêu tả khoa học năm 1900. [1],0
673,Pedicularis oligantha,Pedicularis oligantha là loài thực vật có hoa thuộc họ Cỏ chổi . Loài này được Franch. ex Maxim. mô tả khoa học đầu tiên năm 1888. [1],0
674,Phyllotreta praticola,Phyllotreta praticola là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Weise miêu tả khoa học năm 1887. [1],0
675,Setia kuiperi,"Setia kuiperi là một loài ốc biển nhỏ, là động vật thân mềm chân bụng sống ở biển trong họ Rissoidae . [1]",0
676,Nyssicostylus subopacus,Nyssicostylus subopacus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
677,Isochromodes maculosata,Isochromodes maculosata là một loài bướm đêm trong họ Geometridae . [1],0
678,Lepanthes edentula,Lepanthes edentula là một loài thực vật có hoa trong họ Lan . Loài này được Luer mô tả khoa học đầu tiên năm 1995. [1],0
679,KKnD,"KKnD hoặc Krush, Kill 'n' Destroy (ở Việt Nam thường gọi là Báo động đỏ ) là phiên bản đầu tiên của loạt trò chơi máy tính thuộc thể loại chiến lược thời gian thực khoa học viễn tưởng KKnD do hãng Beam Software phát triển và Melbourne House phát hành vào ngày 25 tháng 3 năm 1997 . Trò chơi lấy bối cảnh hậu tận thế , nơi mà hai phe đối nghịch chiến đấu lẫn nhau để giành quyền kiểm soát các nguồn tài nguyên thiên nhiên còn sót lại. Mỗi phe có chiến dịch riêng của mình bao gồm 15 nhiệm vụ từng phe, một chế độ chơi nối mạng cho phép lên đến 6 người chơi thông qua kết nối LAN hoặc modem/serial. KKnD: Xtreme là một bản mở rộng của KKND , phát hành vào ngày 31 tháng 10 năm 1997. [2] Phần tiếp theo là KKnD2: Krossfire được phát hành vào năm 1998 . [3]",3
680,Gadencourt,Gadencourt là một xã thuộc tỉnh Eure trong vùng Normandie miền bắc nước Pháp .,1
681,Cynanchum cristalinense,Cynanchum cristalinense là một loài thực vật có hoa trong họ La bố ma . Loài này được Morillo mô tả khoa học đầu tiên năm 1993. [1],0
682,Helicopsyche harmothoe,Helicopsyche harmothoe [1] là một loài Trichoptera trong họ Helicopsychidae . Chúng phân bố ở miền Ấn Độ - Mã Lai .,0
683,Zonitis fuscicornis,Zonitis fuscicornis là một loài bọ cánh cứng trong họ Meloidae . Loài này được MacLeay miêu tả khoa học năm 1872. [1],0
684,Coenagrion lanceolatum,Coenagrion lanceolatum là một loài chuồn chuồn kim trong họ Coenagrionidae . [1],0
685,Atelognathus jeinimenensis,Atelognathus jeinimenensis là một loài ếch thuộc họ Leptodactylidae .\nĐây là loài đặc hữu của Chile . Môi trường sống tự nhiên của chúng là rừng ôn đới và đầm nước ngọt.\nChúng hiện đang bị đe dọa vì mất môi trường sống .,0
686,Antiblemma distracta,Antiblemma distracta là một loài bướm đêm trong họ Erebidae . [1] [2],0
687,"Phú Bình, Chiêm Hóa","Phú Bình là một xã thuộc huyện Chiêm Hóa , tỉnh Tuyên Quang , Việt Nam .",1
688,Tetrops starkii,Tetrops starkii là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
689,Myrmarachne elongata,Myrmarachne elongata là một loài nhện trong họ Salticidae . [1],0
690,Eleutherodactylus audanti,Eleutherodactylus audanti là một loài ếch trong họ Leptodactylidae .\nNó được tìm thấy ở Cộng hòa Dominica và Haiti .\nCác môi trường sống tự nhiên của chúng là các khu rừng ẩm ướt đất thấp nhiệt đới hoặc cận nhiệt đới và các khu rừng vùng núi ẩm nhiệt đới hoặc cận nhiệt đới. Loài này đang bị đe dọa do mất môi trường sống.,0
691,Zorzines zelolypus,Zorzines zelolypus là một loài bướm đêm trong họ Noctuidae . [1] [2],0
692,Social bookmarking,"Social bookmarking (tạm dịch là Mạng xã hội đ ánh dấu trang ) là một dịch vụ trực tuyến cho phép người dùng thêm, chú thích, chỉnh sửa và chia sẻ dấu trang của các tài liệu web. [1] [2] Nhiều dịch vụ quản lý bookmark trực tuyến đã ra mắt từ năm 1996; Delicious , được thành lập vào năm 2003, đã phổ biến các thuật ngữ ""Social Bookmarking"" và ""tagging"" (có thể hiểu là gắn thẻ). Tag là một tính năng quan trọng của hệ thống Social Bookmarking, cho phép người dùng sắp xếp bookmarks (tạm dịch là dấu trang) của họ và phát triển các từ vựng được chia sẻ được gọi là folksonomies.",0
693,Simodactylus javanensis,Simodactylus javanensis là một loài bọ cánh cứng trong họ Elateridae . Loài này được Schimmel miêu tả khoa học năm 2003. [1],0
694,Lagonosticta larvata,Lagonosticta larvata là một loài chim trong họ Estrildidae . [1],0
695,Psychotria bonii,Psychotria bonii là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Pit. miêu tả khoa học đầu tiên năm 1924. [1],0
696,Paradistichocera kyrbyi,Paradistichocera kyrbyi là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
697,Danh sách quân chủ Bồ Đào Nha,Vua Bồ Đào Nha trị vì từ hồi thành lập Vương quốc Bồ Đào Nha vào năm 1139 cho đến khi phế bỏ chế độ quân chủ Bồ Đào Nha và sáng lập nền Cộng hòa Bồ Đào Nha thông qua cuộc Cách mạng ngày 5 tháng 10 năm 1910 .,1
698,Heterocompsa truncaticornis,Heterocompsa truncaticornis là một loài bọ cánh cứng trong họ Xén tóc . [1] Loài này được Martins mô tả lần đầu năm 1960. [2],0
699,Logisticus rostratus,Logisticus rostratus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
700,Rweideh,"Rweideh ( tiếng Ả Rập : الرويضة ‎) là một ngôi làng Syria nằm ở phó huyện Uqayribat thuộc huyện Salamiyah, Hama . Theo Cục Thống kê Trung ương Syria (CBS), Rweideh có dân số 266 trong cuộc điều tra dân số năm 2004. [1]",1
701,Pterostylis ciliata,Pterostylis ciliata là một loài thực vật có hoa trong họ Lan . Loài này được M.A.Clem. & D.L.Jones miêu tả khoa học đầu tiên năm 1989. [1],0
702,Haplochrois,"Haplochrois là một chi bướm đêm thuộc họ Agonoxenidae (palm moths), mặc dù có một vài hệ thống phân loại xếp nó vào Cosmopterigidae (cosmet moths).",0
703,Micromyrtus papillosa,Micromyrtus papillosa là một loài thực vật có hoa trong Họ Đào kim nương . Loài này được J.W.Green ex Rye mô tả khoa học đầu tiên năm 2002. [1],0
704,Nguyễn Tự Cường (hoàng giáp),"Nguyễn Tự Cường là hiến sát sứ thời Lê sơ , đỗ hoàng giáp năm 1514 . [1] [2]",1
705,Castilleja zempoaltepetlensis,Castilleja zempoaltepetlensis là loài thực vật có hoa thuộc họ Cỏ chổi . Loài này được G.L.Nesom mô tả khoa học đầu tiên năm 1992. [1],0
706,Stilbus angulicaput,Stilbus angulicaput là một loài bọ cánh cứng trong họ Phalacridae . Loài này được Scott miêu tả khoa học năm 1922. [1],0
707,Acacia abyssinica,Acacia abyssinica là một loài thực vật có hoa trong họ Đậu . Loài này được Benth. miêu tả khoa học đầu tiên. [1],0
708,Vitex beraviensis,Vitex beraviensis là một loài thực vật có hoa trong họ Hoa môi . Loài này được Vatke miêu tả khoa học đầu tiên năm 1982. [1],0
709,Grewia lorifolia,Grewia lorifolia là một loài thực vật có hoa trong họ Cẩm quỳ . Loài này được Baill. mô tả khoa học đầu tiên năm 1888. [1],0
710,Haliotis mykonosensis,"Haliotis mykonosensis là một loài ốc biển , là động vật thân mềm chân bụng sống ở biển thuộc họ Haliotidae , the abalones . [1]",0
711,Tăng Thị Ngọc Mai,"Tăng Thị Ngọc Mai (sinh ngày 17 tháng 3 năm 1968 ) là một nữ chính trị gia người Việt Nam. Bà hiện là đại biểu quốc hội Việt Nam khóa 14 nhiệm kì 2016-2021, thuộc đoàn đại biểu quốc hội tỉnh Trà Vinh , Ủy viên Ủy ban Văn hóa, Giáo dục, Thanh niên, Thiếu niên và Nhi đồng của Quốc hội , Phó Giám đốc Sở Giáo dục và Đào tạo tỉnh Trà Vinh. [1] Bà lần đầu trúng cử đại biểu Quốc hội năm 2016 ở đơn vị bầu cử số 1, tỉnh Trà Vinh gồm có thành phố Trà Vinh và các huyện: Càng Long , Cầu Kè , Tiểu Cần . [2]",3
712,Vulpia pectinella,Vulpia pectinella là một loài thực vật có hoa trong họ Hòa thảo . Loài này được (Delile) Boiss. miêu tả khoa học đầu tiên năm 1884. [1],0
713,Camila Pinzón,"Camila Andrea Pinzón Jiménez (sinh ngày 10 tháng 5 năm 1996 ) là một người mẫu và hoa hậu người Colombia. Cô đăng quang danh hiệu Hoa hậu Thế giới Colombia 2022, cô là đại diện Boyacá đầu tiên đăng quang Hoa hậu Thế giới Colombia và sẽ đại diện cho Colombia tại Hoa hậu Thế giới 2023 . Trước đó cô từng lọt Top 13 tại Hoa hậu Hoàn vũ Colombia 2021 .",3
714,Distichophyllum decolyi,Distichophyllum decolyi là một loài Rêu trong họ Hookeriaceae . Loài này được Gangulee mô tả khoa học đầu tiên năm 1977. [1],0
715,Theristria hillieri,Theristria hillieri là một loài côn trùng trong họ Mantispidae thuộc bộ Neuroptera . Loài này được Navás miêu tả năm 1914. [1],0
716,Caladenia oenochila,Caladenia oenochila là một loài thực vật có hoa trong họ Lan . Loài này được G.W.Carr mô tả khoa học đầu tiên năm 1991. [1],0
717,Melolobium microphyllum,Melolobium microphyllum là một loài thực vật có hoa trong họ Đậu . Loài này được (L.f.) Eckl. & Zeyh. miêu tả khoa học đầu tiên. [1],0
718,Trigona corvina,Trigona corvina là một loài Hymenoptera trong họ Apidae . Loài này được Cockerell mô tả khoa học năm 1913. [1],0
719,Hormathophylla,Hormathophylla là chi thực vật có hoa trong họ Cải . [1],0
720,11860 Uedasatoshi,11860 Uedasatoshi (1988 UP) là một tiểu hành tinh vành đai chính được phát hiện ngày 16 tháng 10 năm 1988 bởi K. Endate và K. Watanabe ở Kitami .,0
721,Pigafetta filaris,Pigafetta filaris là loài thực vật có hoa thuộc họ Arecaceae . Loài này được (Giseke) Becc. miêu tả khoa học đầu tiên năm 1877. [1],0
722,Ướp (ẩm thực),"Ướp là quá trình ngâm thực phẩm trong gia vị — thường mang tính axit và lỏng — trước khi nấu. Nguồn gốc của từ này ám chỉ đến việc sử dụng nước muối cô đặc trong quá trình ngâm chua, dẫn đến kỹ thuật thêm hương vị bằng cách ngâm trong chất lỏng. Chất lỏng được đề cập ở đây, chẳng hạn như nước ướp, có thể mang tính axit (được làm bằng các thành phần như giấm, nước chanh hoặc rượu), enzym (đến từ các nguyên liệu như dứa, đu đủ hoặc gừng) hoặc có độ pH trung tính. [1] Ngoài các thành phần này, nước ướp thường chứa các loại dầu, thảo mộc và gia vị để gia tăng thêm hương vị cho món ăn.",2
723,Lucasidia phenax,Lucasidia phenax là một loài bướm đêm trong họ Noctuidae . [1] [2],0
724,Begonia tribenensis,Begonia tribenensis là một loài thực vật có hoa trong họ Thu hải đường . Loài này được C.R.Rao mô tả khoa học đầu tiên năm 1969. [1],0
725,Diospyros rotundifolia,Diospyros rotundifolia là một loài thực vật có hoa trong họ Thị . Loài này được Hiern mô tả khoa học đầu tiên năm 1873. [1],0
726,Isopterygium nematosum,Isopterygium nematosum là một loài Rêu trong họ Hypnaceae . Loài này được Broth. & Paris mô tả khoa học đầu tiên năm 1904. [1],0
727,Lập trình đôi,"Lập trình đôi ( tiếng Anh : Pair Programming ) là kiểu lập trình đòi hỏi hai kỹ sư phần mềm cùng tham gia một nỗ lực lập trình chung trên một máy trạm, nghĩa là chỉ có một màn hình, một bàn phím. Mỗi người thực hiện việc mà người kia hiện không làm. Ví dụ, người này gõ các bộ test đơn vị ( unit test ), người kia nghĩ về các lớp đầu vào ( input ) sẽ thỏa mãn bộ test đó; hoặc người này viết mã còn người kia quan sát để hướng dẫn hoặc kiểm lỗi. Người ta khuyên rằng hai người nên luân phiên đổi vai trò, khoảng nửa giờ một lần.",0
728,Đoàn Giỏi,"Đoàn Giỏi ( 17 tháng 5 năm 1925 – 2 tháng 4 năm 1989 ) là một nhà văn Việt Nam nổi tiếng với các sáng tác về cuộc sống, thiên nhiên và con người Nam Bộ ; trong đó tiêu biểu nhất là tác phẩm Đất rừng phương Nam được trích đoạn trong sách giáo khoa Ngữ văn lớp 6. Ông được truy tặng Giải thưởng Nhà nước về Văn học Nghệ thuật đợt 1  năm 2001. [1]",3
729,Yèbles,"Yèbles là một xã ở tỉnh Seine-et-Marne , thuộc vùng Île-de-France ở miền bắc nước Pháp .",1
730,Pachysticus tenebrosus,Pachysticus tenebrosus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
731,Windows 98,Windows 98 (tên mã Memphis ) hay Windows 98 FE ( Windows 98 First Edition ). Windows 98 bản gốc sở dĩ được đặt tên như vậy để nhằm phân biệt với Windows 98 Second Edition phát hành vào năm 1999. Windows 98 là một hệ điều hành giao diện đồ họa được Microsoft giới thiệu vào ngày 25 tháng 6 năm 1998.,0
732,Paratriarius gloriosa,Paratriarius gloriosa là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Harold miêu tả khoa học năm 1877. [1],0
733,Nho Quan,"Nho Quan (儒關) là một huyện miền núi nằm ở phía tây bắc tỉnh Ninh Bình , Việt Nam .",1
734,Hippocratea myriantha,Hippocratea myriantha là một loài thực vật có hoa trong họ Dây gối . Loài này được Oliv. mô tả khoa học đầu tiên năm 1868. [1],0
735,Bromus benekenii,Bromus benekenii là một loài thực vật có hoa trong họ Hòa thảo . Loài này được (Lange) Trimen mô tả khoa học đầu tiên năm 1872. [1],0
736,464 (số),464 ( bốn trăm sáu mươi tư ) là một số tự nhiên ngay sau 463 và ngay trước 465 .,0
737,Tipula comstockana,Tipula comstockana là một loài ruồi trong họ Ruồi hạc (Tipulidae). Chúng phân bố ở vùng Indomalaya . [1],0
738,Philonotis adpressa,Philonotis adpressa là một loài rêu trong họ Bartramiaceae . Loài này được Podp. & Loeske Podp. mô tả khoa học đầu tiên năm 1906. [1] Danh pháp loài này chưa ổn định,0
739,Bình Hòa Phước,"Bình Hòa Phước là một xã thuộc huyện Long Hồ , tỉnh Vĩnh Long , Việt Nam .",1
740,Dichorisandra gaudichaudiana,Dichorisandra gaudichaudiana là một loài thực vật có hoa trong họ Commelinaceae . Loài này được Kunth mô tả khoa học đầu tiên năm 1843. [1],0
741,Mesoleius tricoloripes,Mesoleius tricoloripes là một loài tò vò trong họ Ichneumonidae . [1],0
