title,content,label
Sân bay Ketapang,"Sân bay Ketapang , hay Sân bay Rahadi Usman hoặc Sân bay Rahadi Osman ( IATA : KTG , ICAO : WIOK ), là một sân bay ở Ketapang , Tây Kalimantan , Indonesia . Sân bay Ketapang có một đường cất hạ cánh dài 1398 m có bề mặt rải nhựa đường .",3
Chamerau,"Chamerau là một đô thị ở huyện Cham bang Bayern nước Đức . Đô thị Chamerau có diện tích 23,39 km² , dân số thời điểm ngày 31 tháng 12 năm 2006 là 2686 người.",2
Westerlo,Westerlo là một đô thị ở tỉnh Antwerp . Đô thị này gồm các thị trấn:,2
Eupithecia exalbidata,Eupithecia exalbidata là một loài bướm đêm trong họ Geometridae . [1],1
"Xã Happy, Quận Graham, Kansas","Xã Happy ( tiếng Anh : Happy Township ) là một xã thuộc quận Graham , tiểu bang Kansas , Hoa Kỳ . Năm 2010, dân số của xã này là 54 người. [1]",2
Goos,"Goos là một xã , thuộc tỉnh Landes trong vùng Nouvelle-Aquitaine . Xã này có diện tích 10,49 km² , dân số năm 2006 là 502 người. Xã này nằm ở khu vực có độ cao trung bình 52 mét trên mực nước biển .",2
Angiopteris formosa,Angiopteris formosa là một loài dương xỉ trong họ Marattiaceae . Loài này được Ching mô tả khoa học đầu tiên năm 1959. [1],1
Calliclava palmeri,"Calliclava palmeri là một loài ốc biển , là động vật thân mềm chân bụng sống ở biển trong họ Drilliidae . [1]",1
Chalcosyrphus,Chalcosyrphus là một chi ruồi trong họ Syrphidae . [1],1
Alyaksandr Anyukevich,Alyaksandr Antonavich Anyukevich ( tiếng Belarus : Аляксандр Антонавiч Анюкевіч ; tiếng Nga : Александр Антонович Анюкевич ; sinh 10 tháng 4 năm 1992) là một cầu thủ bóng đá Belarus hiện tại thi đấu cho Neman Grodno .,4
"Altınbaş, Çorum","Altınbaş là một xã thuộc thành phố Çorum , tỉnh Çorum , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2010 là 362 người. [1]",2
Hypercompe orbiculata,"Hypercompe orbiculata là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",1
Trường Quân y Việt Nam Cộng hòa,"Trường Quân y Việt Nam Cộng hòa (1951-1975), là một cơ sở đào tạo, huấn luyện các thành phần Sĩ quan, Hạ sĩ quan và Binh sĩ phục vụ cho ngành Quân y . Từ đó được phân bổ đến tất cả các Quân, Binh chủng và các đơn vị khác trong Quân lực Việt Nam Cộng hòa . Trường được đặt dưới sự điều hành của Tổng cục Quân huấn trực thuộc Bộ Tổng Tham mưu .",3
Serrières (tổng),Tổng Serrières là một tổng của Pháp nằm ở tỉnh Ardèche trong vùng Rhône-Alpes .,2
Monster (bài hát của EXO),""" Monster "" là một đĩa đơn được thu âm bởi nhóm nhạc nam Hàn Quốc EXO cho album phòng thu thứ ba của họ Ex'Act . Nó được phát hành bằng cả tiếng Hàn và tiếng Trung bởi S.M. Entertainment vào ngày 9 tháng 6 năm 2016 là đĩa đơn thứ hai của album.",4
"Gedikli, İzmit","Gedikli là một xã thuộc thành phố İzmit , tỉnh Kocaeli , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2010 là 379 người. [1]",2
Kháng Cách,"Danh xưng Tin Lành thường được dùng để chỉ một cộng đồng các giáo hội khởi phát từ cuộc cải cách tôn giáo bắt đầu vào thế kỷ 16 bởi Martin Luther . Là tu sĩ Dòng Augustinus , mục tiêu ban đầu của Luther là kêu gọi cải cách từ bên trong Giáo hội Công giáo Roma , về sau ông tách rời khỏi Giáo hội Công giáo và thành lập Giáo hội Luther . Trong khi đó tại Châu Âu , nhiều người có quan điểm tương tự như của Luther cũng bắt đầu tách khỏi Công giáo và thành lập các giáo phái khác nhau. Họ được gọi dưới tên chung là Kháng Cách , hay Tân giáo (để phân biệt với Cựu giáo là Công giáo ). Kháng Cách được xem là một trong ba nhánh chính của Cơ Đốc giáo , cùng với Công giáo Roma và Chính Thống giáo Đông phương .",4
Lim Kim,"Lim Kim (tên khai sinh:Kim Ye-rim, Hangul : 김예림; hanja : 金藝琳 vào 21 tháng 1 năm 1994) là một ca sĩ người Hàn Quốc của hãng giải trí Mystic89. Cô là thành viên của nhóm nhạc Togeworl cùng với Do Dae-yoon . Cô thi đấu trong cuộc thi hát Superstar K3 với tư cách là một thành viên của Togeworl, đạt vị trí thứ ba. Trong năm 2013, Kim ra mắt như một ca sĩ solo và được biết đến với bài hát ""All Right"". [1]",4
Hyporthodus niphobles,Hyporthodus niphobles là một loài cá biển thuộc chi Hyporthodus trong họ Cá mú . Loài này được mô tả lần đầu tiên vào năm 1897.,1
Sawadaeuops beijingensis,Sawadaeuops beijingensis là một loài bọ cánh cứng trong họ Attelabidae . Loài này được Legalov miêu tả khoa học năm 2003. [1],1
Coptosperma madagascariense,Coptosperma madagascariense là một loài thực vật có hoa trong họ Thiến thảo . Loài này được (Baill.) De Block mô tả khoa học đầu tiên năm 2007. [1],1
Calopsis clandestina,Calopsis clandestina là một loài thực vật có hoa trong họ Restionaceae . Loài này được Esterh. mô tả khoa học đầu tiên năm 1985. [1],1
Bộ thủ Khang Hi,"Khang Hi Bộ Thủ (康熙部首) là danh sách 214 Bộ thủ của chữ Hán , được liệt kê trong các sách Tự vựng của Mai Ưng Tộ (梅膺祚) và sau đó là sách Khang Hi tự điển . Các bộ thủ được đánh số và sắp xếp theo thứ tự tăng dần của số nét viết nên bộ thủ đó.",2
Coatlán del Río,"Coatlán del Río là một đô thị thuộc bang Morelos , México . Năm 2005, dân số của đô thị này là 8181 người. [1]",2
Liotrichus crestonensis,Liotrichus crestonensis là một loài bọ cánh cứng trong họ Elateridae . Loài này được Brown miêu tả khoa học năm 1935. [1],1
Ophioglossum regulare,Ophioglossum regulare là một loài dương xỉ trong họ Ophioglossaceae . Loài này được Schltdl. C. Chr. mô tả khoa học đầu tiên năm 1906. [1],1
Disanthus cercidifolius,Disanthus cercidifolius là một loài thực vật có hoa trong họ Hamamelidaceae . Loài này được Maxim. miêu tả khoa học đầu tiên năm 1866. [1],1
Ishii Toshiya,Toshiya Ishii (sinh ngày 19 tháng 1 năm 1978) là một cầu thủ bóng đá người Nhật Bản . [1],4
Erdmannhausen,"Erdmannhausen là một thị xã ở huyện Ludwigsburg thuộc bang Baden-Württemberg nước Đức . Đô thị này có diện tích 8,71 km² , dân số thời điểm ngày 31 tháng 12 năm 2006 là 4795 người.",2
Guettarda taylorii,Guettarda taylorii là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Britton & Millsp. mô tả khoa học đầu tiên năm 1920. [1],1
"Xã South Lebanon, Quận Sharp, Arkansas","Xã South Lebanon ( tiếng Anh : South Lebanon Township ) là một xã thuộc quận Sharp , tiểu bang Arkansas , Hoa Kỳ . Năm 2010, dân số của xã này là 110 người. [1]",2
Bumetopia flavovariegata,Bumetopia flavovariegata là một loài bọ cánh cứng trong họ Cerambycidae . [1],1
Eredivisie 2023–24,"Eredivisie 2023–24 là mùa giải thứ 68 của Eredivisie , giải đấu bóng đá hàng đầu ở Hà Lan . Giải bắt đầu vào ngày 11 tháng 8 năm 2023 và sẽ kết thúc vào ngày 19 tháng 5 năm 2024.",4
Oritavancin,"Oritavancin (INN, còn được gọi là LY333328 , Orbactiv ) là một loại kháng sinh glycopeptide bán tổng hợp dùng cho điều trị nhiễm khuẩn Gram dương nghiêm trọng. Nó có cấu trúc lipoglycopeptide tương tự như vancomycin . [1]",1
Lãnh thổ hải ngoại của Pháp,Thuật ngữ lãnh thổ hải ngoại ( tiếng Pháp : Territoire d'outre-mer là một phân cấp hành chính của Pháp và hiện nay chỉ được áp dụng cho các Vùng đất phía Nam và châu Nam Cực thuộc Pháp .,2
Pholcus mengla,Pholcus mengla là một loài nhện trong họ Pholcidae . Loài này được phát hiện ở Trung Quốc .,1
Damias bipuncta,"Damias bipuncta là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",1
Loni,"Loni là một thị xã và là một nagar panchayat của quận Ghaziabad thuộc bang Uttar Pradesh , Ấn Độ .",2
Phengaris arion,"Phengaris arion ( danh pháp đồng nghĩa Maculinea arion và Glaucopsyche arion ) là một cư dân bướm màu xanh ở châu Âu và một số khu vực châu Á. Con bướm đã bị tuyệt chủng ở Vương quốc Anh vào năm 1979, nhưng kể từ khi được du nhập lại bởi các nhà bảo tồn. Nỗ lực bảo tồn, cho đến gần đây, bị cản trở bởi những kiến ​​thức rất hạn chế của chu kỳ cuộc sống phức tạp của con bướm. Không phổ biến trên toàn phạm vi của nó, bướm xanh lớn chủ yếu phân bố trong khu vực cây thạch nam, cồn cát và sườn đồi.",1
Thymus mourae,Thymus mourae là một loài thực vật có hoa trong họ Hoa môi . Loài này được Paiva & Salgueiro miêu tả khoa học đầu tiên năm 1994. [1],1
Pratola Peligna,"Pratola Peligna là một đô thị thuộc tỉnh L'Aquila trong vùng Abruzzo Ý . Đô thị này có diện tích 28 km² , dân số 7879 người. Các làng trực thuộc: Bagnaturo, Ponte la Torre. Các đô thị giáp ranh gồm: Corfinio , Prezza , Raiano , Roccacasale , Sulmona",2
Orthotrichum defluens,Orthotrichum defluens là một loài rêu trong họ Orthotrichaceae . Loài này được Venturi mô tả khoa học đầu tiên năm 1882. [1],1
Chevannes-Changy,"Chevannes-Changy là một xã của tỉnh Nièvre , thuộc vùng Bourgogne-Franche-Comté , miền trung nước Pháp .",2
Chydaeopsis fragilis,Chydaeopsis fragilis là một loài bọ cánh cứng trong họ Cerambycidae . [1] [2],1
DMFC,"Pin nhiên liệu dùng mêtanol trực tiếp , viết tắt là DMFC ( Direct Methanol Fuel Cell ) là một loại pin nhiên liệu có đặc điểm đặc trưng là hydro bị oxy hóa ở anode , được sinh ra trực tiếp từ mêtanol .",3
Ninja Rùa,"Ninja Rùa (tên gốc tiếng Anh: Teenage Mutant Ninja Turtles ) là một bộ phim Mỹ được làm trong năm 2014. Đây là bộ phim chuyển thể được làm lại từ phiên bản phim đầu tiên từ những năm 1990, tuy nhiên lần này có sự khác biệt đó là phim được sự hậu thuẫn của nhà sản xuất Michael Bay .",4
Euchromia aemulina,"Euchromia aemulina là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",1
Bá Ngư Khuyên,"Bá Ngư Khuyên ( chữ Hán giản thể : 鲅鱼圈区, âm Hán Việt : Bá Ngư Khuyên khu ) là một quận thuộc địa cấp thị Dinh Khẩu , tỉnh Liêu Ninh , Cộng hòa Nhân dân Trung Hoa . Quận này có diện tích 268 m², dân số 300.000 người. Chính quyền nhân dân quận đóng tại số 15 đường Tiền Đường Giang, mã số bưu chính quận này là 115007. Quận Bá Ngư Khuyên được chia thành 4 nhai đạo (Hồng Hải, Hải Tinh, Vọng Hải, Hải Đông, Hùng Nhạc; 3 trấn: Lưu Truân, Hồng Kỳ, Sa Cương.",2
"Jatinal, Sindgi","Jatinal là một làng thuộc tehsil Sindgi , huyện Bijapur , bang Karnataka , Ấn Độ . [1] [2]",2
Pleradenophora,Pleradenophora là một chi thực vật có hoa trong họ Đại kích [2],1
Fausta beybienkoi,Fausta beybienkoi là một loài ruồi trong họ Tachinidae . [1] [2],1
Hoplitis rufopicta,Hoplitis rufopicta là một loài Hymenoptera trong họ Megachilidae . Loài này được Morawitz mô tả khoa học năm 1875. [1],1
Bambusa variostriata,Bambusa variostriata là một loài thực vật có hoa trong họ Hòa thảo . Loài này được (W.T.Lin) L.C.Chia & H.L.Fung mô tả khoa học đầu tiên năm 1980. [1],1
Haplochromis macropsoides,Haplochromis macropsoides là một loài cá thuộc họ Cichlidae . Nó là loài đặc hữu của Uganda . Môi trường sống tự nhiên của chúng là hồ nước ngọt.,1
"Beyköy, Susurluk","Beyköy là một xã thuộc huyện Susurluk , tỉnh Balıkesir , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2010 là 377 người. [1]",2
Miopristis,Miopristis là một chi bọ cánh cứng trong họ Chrysomelidae . [1] Chi này được miêu tả khoa học năm 1848 bởi Lacordaire.,1
Hypena molpusalis,Hypena molpusalis là một loài bướm đêm trong họ Erebidae . [1] [2],1
Asplenium eurysorum,Asplenium eurysorum là một loài dương xỉ trong họ Aspleniaceae . Loài này được Hieron. mô tả khoa học đầu tiên năm 1911. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.,1
Spiraea dahurica,Spiraea dahurica là loài thực vật có hoa trong họ Hoa hồng . Loài này được (Rupr.) Maxim. miêu tả khoa học đầu tiên năm 1879. [1],1
Boswellia ameero,Boswellia ameero là một loài thực vật thuộc họ Burseraceae . Đây là loài đặc hữu của Yemen . Môi trường sống tự nhiên của chúng là rừng khô nhiệt đới hoặc cận nhiệt đới.,1
Centromerus persolutus,Centromerus persolutus là một loài nhện trong họ Linyphiidae . [1],1
"Chaudefontaine, Marne",Chaudefontaine là một xã thuộc tỉnh Marne trong vùng Grand Est đông nam nước Pháp . Xã nằm ở khu vực có độ cao trung bình 136 mét trên mực nước biển .,2
Dusona rufescens,Dusona rufescens là một loài tò vò trong họ Ichneumonidae . [1],1
Cyclophora biobsoleta,Cyclophora biobsoleta là một loài bướm đêm trong họ Geometridae . [1],1
Bác ái (triết học),"Trong triết học , bác ái , nhân ái hay tình anh em là một kiểu quan hệ đạo đức giữa con người với nhau, dựa trên tình yêu thương và sự đoàn kết. Lòng bác ái được đề cập trong tiêu ngữ của Pháp , Liberté, égalité, fraternité ( Tự do, bình đẳng, bác ái ), [1] và của quốc gia Nam Tư cũ, Tình anh em và đoàn kết .",2
Paracassidina bamarook,Paracassidina bamarook là một loài chân đều trong họ Sphaeromatidae . Loài này được Bruce miêu tả khoa học năm 1994. [1],1
Craugastor brocchi,Craugastor brocchi là một loài ếch trong họ Craugastoridae .\nNó được tìm thấy ở Guatemala và México .\nCác môi trường sống tự nhiên của chúng là các khu rừng vùng núi ẩm nhiệt đới hoặc cận nhiệt đới và sông .\nNó bị đe dọa do mất môi trường sống.,1
"Sancakağıl, Sarız","Sancakağıl là một xã thuộc huyện Sarız , tỉnh Kayseri , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2008 là 84 người. [1]",2
"Doğanpazar, Beşiri","Doğanpazarı là một xã thuộc huyện Beşiri , tỉnh Batman , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 99 người. [1]",2
Guarea cristata,Guarea cristata là một loài thực vật thuộc họ Meliaceae . Loài này có ở Brasil và Peru .,1
Aleuropleurocelus coachellensis,"Aleuropleurocelus coachellensis là một loài côn trùng cánh nửa trong họ Aleyrodidae , phân họ Aleyrodinae .",1
Atarba panamensis,Atarba panamensis là một loài ruồi trong họ Limoniidae . [1] Chúng phân bố ở vùng Tân nhiệt đới .,1
Liparis congesta,Liparis congesta là một loài thực vật có hoa trong họ Lan . Loài này được Ridl. mô tả khoa học đầu tiên năm 1916. [1],1
Cân bằng sinh thái,"Cân bằng sinh thái là trạng thái ổn định tự nhiên của hệ sinh thái , hướng tới sự thích nghi cao nhất với điều kiện sống.",1
Ilex kingiana,Ilex kingiana (syn. Ilex insignis ) là một loài thực vật có hoa trong họ Aquifoliaceae .,1
Scotoleon digueti,Scotoleon digueti là một loài côn trùng trong họ Myrmeleontidae thuộc bộ Neuroptera . Loài này được Navás miêu tả năm 1913. [1],1
"County Line, Alabama","County Line là một thị trấn thuộc quận Blount , tiểu bang Alabama , Hoa Kỳ . Dân số năm 2009 là 271 người, mật độ đạt 108 người/km². [2]",2
"Quận Wayne, New York","Quận Wayne ( tiếng Anh : County ) là một quận trong tiểu bang New York , Hoa Kỳ . Quận lỵ là thành phố Lyons 6 . Theo điều tra dân số năm 2000 của Cục điều tra dân số Hoa Kỳ , quận này có dân số 93.765 người 2 .",2
Patara Eksangkul,"Patara Eksangkul ( tiếng Thái : ภัทร เอกแสงกุล) hay còn gọi là Foei ( tiếng Thái : เฟย),sinh ngày 10 tháng 5 năm 1995) là một diễn viên và người dẫn chương trình Thái Lan trực thuộc tại GMMTV .",4
Nosirbek Otakuziev,Nosirbek Otakuziev là một cầu thủ bóng đá người Uzbekistan hiện tại thi đấu cho Kokand 1912 ở Giải bóng đá vô địch quốc gia Uzbekistan . Anh đá ở vị trí tiền đạo .,4
Emma Goldman,Emma Goldman (27 tháng 6 năm 1869 – 14 tháng 5 năm 1940) là một nhà văn và nhà hoạt động chính trị theo chủ nghĩa vô chính phủ . Bà đóng một vai trò then chốt trong việc xây dựng triết học chính trị vô chính phủ ở Bắc Mỹ và châu Âu trong nửa đầu của thế kỷ 20.,4
"Kraśnik, Tỉnh West Pomeranian","Kraśnik [ˈkraɕnik] (tiếng Đức: Kratznick ) [1] là một ngôi làng thuộc khu hành chính của Gmina Recz, thuộc hạt Choszczno , West Pomeranian Voivodeship , ở phía tây bắc Ba Lan. [2] Nó nằm khoảng 7 kilômét (4 mi)   phía đông Recz , 19 km (12 mi) về phía đông bắc của Choszczno , và 74 km (46 mi) về phía đông của thủ đô khu vực Szczecin .",2
Ophthalmolabus janthinus,Ophthalmolabus janthinus là một loài bọ cánh cứng trong họ Attelabidae . Loài này được Fairmaire miêu tả khoa học năm 1899. [1],1
Yokoyama Yuji,Yuji Yokoyama (sinh ngày 6 tháng 7 năm 1969) là một cầu thủ bóng đá người Nhật Bản . [1],4
Sapium ciliatum,Sapium ciliatum là một loài thực vật có hoa trong họ Đại kích . Loài này được Hemsl. miêu tả khoa học đầu tiên năm 1901. [1],1
Vernonia pentacantha,Vernonia pentacantha là một loài thực vật có hoa trong họ Cúc . Loài này được DC. miêu tả khoa học đầu tiên năm 1836. [1],1
Yuriy Habovda,"Yuriy Habovda ( tiếng Ukraina : Юрій Вікторович Габовда ; sinh 6 tháng 5 năm 1989 ở Mukachevo , Ukraina ) là một tiền vệ bóng đá Ukraina thi đấu cho Balmazújvárosi FC .",4
Psychotria yapoensis,Psychotria yapoensis là một loài thực vật có hoa trong họ Thiến thảo . Loài này được (Schnell) Verdc. miêu tả khoa học đầu tiên năm 1975. [1],1
Blechum angustius,Blechum angustius là một loài thực vật có hoa trong họ Ô rô . Loài này được Nees mô tả khoa học đầu tiên năm 1847. [1],1
Calytrix breviseta,Calytrix breviseta là một loài thực vật có hoa trong Họ Đào kim nương . Loài này được Lindl. mô tả khoa học đầu tiên năm 1839. [1],1
Sinh vật đáy,"Sinh vật đáy là những quần xã sinh vật sống trên hoặc gần đáy biển . [1] Quần xã này sống trong hoặc gần các môi trường trầm tích biển, từ các vùng triều đến thềm lục địa , và xuống đến đới biển thẳm .",1
Ngưu Đầu Trí Nham,"Ngưu Đầu Trí Nham (zh: 智巖, ja: Chigan , 577-654) là Thiền sư cuối nhà Tùy đầu nhà Đường , tổ đời thứ hai của Thiền phái Ngưu Đầu . Sư nối pháp Thiền sư Pháp Dung và là thầy của Thiền sư Tuệ Phương.",4
Thrypticomyia estigmata,Thrypticomyia estigmata là một loài ruồi trong họ Limoniidae . [1] Chúng phân bố ở miền Ấn Độ - Mã Lai .,1
Marmorosphax taom,"Marmorosphax taom là một loài thằn lằn trong họ Scincidae . Loài này được Sadlier, Smith, Bauer & Whitaker mô tả khoa học đầu tiên năm 2009. [1]",1
Bơm phồng bìu dái,"Bơm phồng bìu dái là một hoạt động tình dục hiếm hoi [1] mà ở đó chất lưu (điển hình là nước muối sinh lý , nhưng đôi khi là không khí hoặc một chất khí khác [2] ) được bơm vào bìu dái để làm nó phồng ra, căng lên. [1] Nó mang đến một số lượng lớn rủi ro với những biến chứng nghiêm trọng, bao gồm chứng viêm tế bào bìu dái [3] và tràn khí dưới da , [2] [4] và có thể là những biến chứng nguy hiểm đến tính mạng như chứng hoại tử của Fournier hoặc nghẽn mạch khí . [3]",1
Crioceris afghana,Crioceris afghana là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Medvedev miêu tả khoa học năm 1978. [1],1
Osne-le-Val,Osne-le-Val là một xã thuộc tỉnh Haute-Marne trong vùng Grand Est đông bắc nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 230 mét trên mực nước biển .,2
Altica viridula,Altica viridula là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Weise miêu tả khoa học năm 1889. [1],1
"Chikkellur, Bangalore South","Chikkellur là một làng thuộc tehsil Bangalore South , huyện Bangalore Urban , bang Karnataka , Ấn Độ . [1] [2]",2
Agdistis korana,Agdistis korana là một loài bướm đêm thuộc họ Pterophoridae . Nó được tìm thấy ở Kenya .,1
Aeolus dorsalis,Aeolus dorsalis là một loài bọ cánh cứng trong họ Elateridae . Loài này được Say miêu tả khoa học năm 1823. [1],1
Diaea multimaculata,Diaea multimaculata là một loài nhện trong họ Thomisidae . [1],1
Amsinckia mandonii,Amsinckia mandonii là loài thực vật có hoa trong họ Mồ hôi . Loài này được (Ball) Brand mô tả khoa học đầu tiên năm 1931. [1],1
"Xã Sylamore, Quận Stone, Arkansas","Xã Sylamore ( tiếng Anh : Sylamore Township ) là một xã thuộc quận Stone , tiểu bang Arkansas , Hoa Kỳ . Năm 2010, dân số của xã này là 692 người. [1]",2
Dracocephalum krylovii,Dracocephalum krylovii là một loài thực vật có hoa trong họ Hoa môi . Loài này được Lipsky mô tả khoa học đầu tiên năm 1904. [1],1
Moonlight,"Moonlight ( Ánh trăng ) là một bộ phim chính kịch Hoa Kỳ năm 2016, do Barry Jenkins đạo diễn, dựa trên kịch bản In Moonlight Black Boys Look Blue của Tarell Alvin McCraney . Phim có diễn xuất của Trevante Rhodes , André Holland , Janelle Monáe , Ashton Sanders , Naomie Harris và Mahershala Ali .",4
Cajamarca,"Cajamarca là một thành phố nằm ở vùng cao nguyên phía bắc của Peru và là thủ phủ của vùng Cajamarca. Thành phố nằm ở độ cao khoảng 2.700 m (8900 ft) trên mực nước biển và có dân số khoảng 217.000 người. Cajamarca có khí hậu xích đạo vì vậy khí hậu ôn hòa, khô và nắng, tạo ra đất màu mỡ. Thành phố này nổi tiếng với pho mát và các sản phẩm từ sữa [1] [2] . Cajamarca còn nổi tiếng với nhà thờ và suối nước nóng, hoặc phòng tắm Inca. Ngoài ra còn có một số các địa điểm có hoạt động khai thác khoáng sản ở khu vực xung quanh. Hầu hết dân Peru biết Cajamarca nhiều hơn cả là nơi chấm dứt Đế chế Inca trong trận Cajamarca , nơi bắt giữ, hành hạ và giết người vị hoàng đế cuối cùng của Inca Atahualpa .\nThành phố có Sân bay Mayor General FAP Armando Revoredo Iglesias .",2
"Hanbal, Sakleshpur","Hanbal là một làng thuộc tehsil Sakleshpur , huyện Hassan , bang Karnataka , Ấn Độ . [1] [2]",2
Pakeha maxima,Pakeha maxima là một loài nhện trong họ Amaurobiidae . [1],1
Allium egorovae,Allium egorovae là một loài thực vật có hoa trong họ Amaryllidaceae . Loài này được M.V.Agab. & Ogan. mô tả khoa học đầu tiên năm 2000. [1],1
(6103) 1993 HV,"(6103) 1993 HV là một tiểu hành tinh nằm ở rìa ngoài của vành đai chính . Nó được phát hiện bởi Seiji Ueda và Hiroshi Kaneda ở Kushiro, Hokkaidō , Nhật Bản, ngày 16 tháng 4 năm 1993.",1
Cinnamomum champokianum,Cinnamomum champokianum là loài thực vật có hoa trong họ Nguyệt quế . Loài này được Baruah & S.C.Nath miêu tả khoa học đầu tiên năm 2007 publ. 2008. [1],1
Lochem,"Lochem là một đô thị và thành phố ở phía đông Hà Lan . Ngày 1 tháng 1 năm 2005 , đô thị này đã được sáp nhập với đô thị Gorssel .",2
Aelurillus brutus,Aelurillus brutus là một loài nhện trong họ Salticidae . [1],1
Neve Campbell,"Neve Adrianne Campbell ( / ˈ n ɛ v ˈ k æ m b əl / ; sinh ngày 3 tháng 10 năm 1973) là một nữ diễn viên người Canada . Cô được biết đến với vai Sidney Prescott trong loạt phim điện ảnh Scream . Campbell bắt đầu xuất hiện trong bộ phim truyền hình Catwalk của Anh (1992), trước khi cô đóng vai Julia Salinger trong bộ phim truyền hình Mỹ Party of Five (1994–2000).  Campbell cũng đóng vai chính là LeAnn Harvey trong bộ phim truyền hình House of Cards của Netflix (2016–17).  Cô đã đóng vai chính trong nhiều bộ phim, như The Craft (1996), Wild Things (1998), Panic (2000), The Company (2003), và Skyscraper (2018).",4
Thomas Stephen Cullen,Bản mẫu:Otherpersons Thomas Stephen Cullen (1868–1953) là một bác sĩ phụ khoa người Canada làm việc tại Bệnh viện Johns Hopkins .,4
Lattre-Saint-Quentin,"Lattre-Saint-Quentin là một xã ở tỉnh Pas-de-Calais ở vùng Hauts-de-France , Pháp .",2
Platysenta pyromphalus,Platysenta pyromphalus là một loài bướm đêm trong họ Noctuidae . [1] [2],1
Márta Mészáros,"Márta Mészáros là một nữ đạo diễn kiêm nhà biên kịch người Hungary . Là con gái của nhà điêu khắc Márta Mészáros, Mészáros khởi nghiệp bằng việc làm phim tài liệu , bà đã làm ra 25 bộ phim tài liệu ngắn trong suốt 10 năm. [1] Tác phẩm phim dài đầu tay do bà làm đạo diễn, Eltavozott nap (1968) là bộ phim điện ảnh Hungary đầu tiên do một phụ nữ làm đạo diễn [2] và đã đoạt Giải đặc biệt của ban giám khảo tại Liên hoan phim quốc tế Valladolid . [3]",4
Thelcticopis biroi,Thelcticopis biroi là một loài nhện trong họ Sparassidae . [1],1
Cetariu,"Cetariu là một xã thuộc hạt Bihor , România . Dân số thời điểm năm 2002 là 3892 người. [1]",2
Lomographa araeophragma,Lomographa araeophragma là một loài bướm đêm trong họ Geometridae . [1],1
Stenoonops minutus,Stenoonops minutus là một loài nhện trong họ Oonopidae . [1],1
Dodate Kento,"Dodate Kento ( 土館 賢人 , Dodate Kento ? , sinh ngày 23 tháng 8 năm 1992 ) là một cầu thủ bóng đá người Nhật Bản . [1] Anh thi đấu cho YSCC Yokohama .",4
Canephorula apiformis,Canephorula apiformis là một loài Hymenoptera trong họ Apidae . Loài này được Friese mô tả khoa học năm 1908. [1],1
Vasdavidius concursus,"Vasdavidius concursus là một loài côn trùng cánh nửa trong họ Aleyrodidae , phân họ Aleyrodinae .",1
Colostethus saltuensis,"Aromobates saltuensis là một loài ếch thuộc họ Dendrobatidae .\nĐây là loài đặc hữu của Venezuela . Môi trường sống tự nhiên của chúng là rừng ẩm vùng đất thấp nhiệt đới hoặc cận nhiệt đới, vùng núi ẩm nhiệt đới hoặc cận nhiệt đới, và sông ngòi.\nChúng hiện đang bị đe dọa vì mất môi trường sống .",1
"La Rochette, Charente",La Rochette là một xã thuộc tỉnh Charente trong vùng Nouvelle-Aquitaine tây nam nước Pháp . Xã này có độ cao trung bình 91 mét trên mực nước biển.,2
Nazlati Mohamed Andhumdine,Nazlati Mohamed Andhumdine (sinh ngày 20 tháng 12 năm 1997) [1] là một vận động viên bơi lội Comoros chuyên về tự do .,4
Chelonopsis odontochila,Chelonopsis odontochila là một loài thực vật có hoa trong họ Hoa môi . Loài này được Diels mô tả khoa học đầu tiên năm 1912. [1],1
Colletes laticeps,Colletes laticeps là một loài Hymenoptera trong họ Colletidae . Loài này được Friese mô tả khoa học năm 1910. [1],1
Brachythecium austrostramineum,Brachythecium austrostramineum là một loài rêu trong họ Brachytheciaceae . Loài này được Müll. Hal. Ochyra mô tả khoa học đầu tiên năm 1986. [1],1
Teting-sur-Nied,"Teting-sur-Nied là một xã trong vùng Grand Est , thuộc tỉnh Moselle , quận Boulay-Moselle , tổng Faulquemont . Tọa độ địa lý của xã là 49° N' vĩ độ bắc, 03° 28' kinh độ đông. Teting-sur-Nied nằm trên độ cao trung bình là 275 mét trên mực nước biển, có điểm thấp nhất là 245 mét và điểm cao nhất là 357 mét. Xã có diện tích 9,83 km², dân số vào thời điểm 1999 là 1181 người; mật độ dân số là 120 người/km². Xã nằm 37 km về phía đông của Metz , thuộc Pháp từ năm 1766.",2
Camelocerambyx vittatus,Camelocerambyx vittatus là một loài bọ cánh cứng trong họ Cerambycidae . [1],1
